875,SI,Limited Free,POINT (-74.10162900056538 40.64512299967802),Time Warner Cable,Snug Harbor Cultural Center,North area off Richmond Terr,40.645123,-74.101629,956047.037,174328.4434,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0
876,SI,Limited Free,POINT (-74.10228500029132 40.645317000351305),Time Warner Cable,Snug Harbor Cultural Center,North area off Richmond Terr,40.645317,-74.102285,955865.0738,174399.335,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0
877,SI,Limited Free,POINT (-74.10287999978084 40.64543899957391),Time Warner Cable,Snug Harbor Cultural Center,North area off Richmond Terr,40.645439,-74.10288,955700.0089,174443.976,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0
878,SI,Limited Free,POINT (-74.10339799951585 40.64545300004027),Time Warner Cable,Snug Harbor Cultural Center,North area off Richmond Terr,40.645453,-74.103398,955556.266,174449.246,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0
879,SI,Limited Free,POINT (-74.10184600044676 40.64179799958397),Time Warner Cable,Snug Harbor Cultural Center,Building P - SE towards barn/farm area,40.641798,-74.101846,955985.4092,173117.1259,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
880,SI,Limited Free,POINT (-74.10186899941415 40.64198200025937),Time Warner Cable,Snug Harbor Cultural Center,Building P - NE towards play area,40.641982,-74.101869,955979.1044,173184.1698,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
881,SI,Limited Free,POINT (-74.10240400019548 40.643820000060984),Time Warner Cable,Snug Harbor Cultural Center,Building G - SW towards social affair area,40.64382,-74.102404,955831.4128,173853.9758,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
882,SI,Limited Free,POINT (-74.10200200012264 40.64179700042126),Time Warner Cable,Snug Harbor Cultural Center,Building P - SW towards meadow,40.641797,-74.102002,955942.1153,173116.8123,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
883,SI,Limited Free,POINT (-74.10202600049962 40.641962999704326),Time Warner Cable,Snug Harbor Cultural Center,Building P - NW towards Botanical Gardens,40.641963,-74.102026,955935.5251,173177.2981,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
884,SI,Limited Free,POINT (-74.10224500057898 40.643782000063844),Time Warner Cable,Snug Harbor Cultural Center,Building G - SE towards social affair area,40.643782,-74.102245,955875.5213,173840.0799,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
885,SI,Limited Free,POINT (-74.10268800058668 40.642339000277694),Time Warner Cable,Snug Harbor Cultural Center,Pathway from Building L to Building P,40.642339,-74.102688,955751.9661,173314.4999,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
886,SI,Limited Free,POINT (-74.10228500048295 40.643167000209495),Time Warner Cable,Snug Harbor Cultural Center,Building L (Office),40.643167,-74.102285,955864.1591,173616.0318,Indoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
891,SI,Limited Free,POINT (-74.07729199954197 40.62708899961233),Time Warner Cable,Tappen Park,North side of Park off Water St,40.627089,-74.077292,962794.9747,167751.2758,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0
892,SI,Limited Free,POINT (-74.0758479994287 40.626859999988326),Time Warner Cable,Tappen Park,East side of Park off Bay St,40.62686,-74.075848,963195.7337,167667.4948,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0
893,SI,Limited Free,POINT (-74.07617299999649 40.62657900023303),Time Warner Cable,Tappen Park,North side of Park off Canal St,40.626579,-74.076173,963105.4294,167565.1974,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0
902,SI,Limited Free,POINT (-74.07676299975763 40.63731700037443),Time Warner Cable,Tompkinsville Park,Confort station and seating area,40.637317,-74.076763,962945.082,171477.4803,Outdoor TWC Aerial,3 free 10 min sessions,Staten Island,GuestWiFi,0
924,SI,Limited Free,POINT (-74.18823099961514 40.519237000145765),Time Warner Cable,Wolfe's Pond Park,South parking lot Entrance,40.519237,-74.188231,931915.6785,128504.8858,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
925,SI,Limited Free,POINT (-74.18976499972882 40.51816699970003),Time Warner Cable,Wolfe's Pond Park,Back of comfort station and picnic area,40.518167,-74.189765,931488.3329,128115.981,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
926,SI,Limited Free,POINT (-74.19099600017664 40.51728299972969),Time Warner Cable,Wolfe's Pond Park,South parking lot beach side,40.517283,-74.190996,931145.3677,127794.6641,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
927,SI,Limited Free,POINT (-74.19032299982868 40.51704499970268),Time Warner Cable,Wolfe's Pond Park,South parking lot beach side,40.517045,-74.190323,931332.3004,127707.5481,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
928,SI,Limited Free,POINT (-74.18982300023407 40.517148000109145),Time Warner Cable,Wolfe's Pond Park,Park entrance and parking lot,40.517148,-74.189823,931471.4021,127744.7718,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
120,SI,Limited Free,POINT (-74.10818599961105 40.61806399988341),Time Warner Cable,Clove Lakes Park - Lake Club Restaurant,"Front area of the Lake Club Restaurant, Bridge and Parking Lot",40.618064,-74.108186,954215.2362,164472.3112,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
165,SI,Limited Free,POINT (-74.10818500026514 40.617749999840505),Time Warner Cable,Clove Lakes Park - Lake Club Restaurant,Lake Club Restaurant Back Patio Dining,40.61775,-74.108185,954215.3724,164357.9125,Indoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
166,SI,Limited Free,POINT (-74.10818500026514 40.617749999840505),Time Warner Cable,Clove Lakes Park - Lake Club Restaurant,Lake Club Restaurant Indoor Dining Area,40.61775,-74.108185,954215.3724,164357.9125,Indoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
179,SI,Limited Free,POINT (-74.09064199959067 40.56836600028222),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.568366,-74.090642,959067.091,146360.5502,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
180,SI,Limited Free,POINT (-74.08948999981259 40.56936499991595),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.569365,-74.08949,959387.5208,146724.181,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
181,SI,Limited Free,POINT (-74.08854699960811 40.57019500009984),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.570195,-74.088547,959649.8146,147026.3041,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
182,SI,Limited Free,POINT (-74.0872929996577 40.5712679999889),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.571268,-74.087293,959998.5911,147416.8745,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
183,SI,Limited Free,POINT (-74.08601300021665 40.572313000097246),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.572313,-74.086013,960354.5694,147797.2419,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
184,SI,Limited Free,POINT (-74.08440600053596 40.57333799985298),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.573338,-74.084406,960801.3727,148170.2401,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
185,SI,Limited Free,POINT (-74.08168300006525 40.575082999880564),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.575083,-74.081683,961558.4355,148805.2694,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
186,SI,Limited Free,POINT (-74.08067700054436 40.57574799995191),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.575748,-74.080677,961838.1255,149047.2863,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
187,SI,Limited Free,POINT (-74.07998699989754 40.576236000390956),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.576236,-74.079987,962029.9683,149224.9011,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
188,SI,Limited Free,POINT (-74.07962400048666 40.57648299991301),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.576483,-74.079624,962130.8897,149314.7972,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
189,SI,Limited Free,POINT (-74.07858099957068 40.57722199965799),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.577222,-74.078581,962420.8711,149583.7714,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
190,SI,Limited Free,POINT (-74.07799299973534 40.57777200038156),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.577772,-74.077993,962584.3908,149784.0043,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
191,SI,Limited Free,POINT (-74.0768009998197 40.57863099964378),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.578631,-74.076801,962915.7897,150096.6664,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
192,SI,Limited Free,POINT (-74.07635900032763 40.57958099990418),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.579581,-74.076359,963038.8725,150442.6677,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
193,SI,Limited Free,POINT (-74.07589899964992 40.57998600035398),Time Warner Cable,Midland Beach and Franklin D. Roosevelt Boardwalk,Along Boardwalk and Beach,40.579986,-74.075899,963166.78,150590.1083,Outdoor,3 free 10 min sessions,Staten Island,GuestWiFi,0
335,SI,Free,POINT (-74.24410670826178 40.509531123859375),NYPL,Tottenville,7430 AMBOY ROAD,40.50953112,-74.24410671,916370.6013,125007.1631,Library,,Staten Island,NYPL,
345,SI,Free,POINT (-74.07784609031587 40.62623760989214),NYPL,Stapleton,132 CANAL STREET,40.62623761,-74.07784609,962640.8923,167441.2282,Library,,Staten Island,NYPL,
346,SI,Free,POINT (-74.1011372893581 40.59039133599787),NYPL,Dongan Hills,1617 RICHMOND ROAD,40.59039134,-74.10113729,956160.4689,154388.1152,Library,,Staten Island,NYPL,
349,SI,Free,POINT (-74.13110461508398 40.63758561600359),NYPL,Port Richmond,75 BENNETT STREET,40.63758562,-74.13110462,947863.184,171593.2389,Library,,Staten Island,NYPL,
353,SI,Free,POINT (-74.06298046524466 40.59581814680265),NYPL,South Beach,21-25 ROBIN ROAD,40.59581815,-74.06298047,966759.4362,156355.312,Library,,Staten Island,NYPL,
360,SI,Free,POINT (-74.07664576517264 40.641785367880324),NYPL,St. George Library Center,5 CENTRAL AVENUE,40.64178537,-74.07664577,962979.0438,173105.3986,Library,,Staten Island,NYPL,
432,SI,Free,POINT (-74.19323685600897 40.53405829989932),NYPL,Huguenot Park,830 HUGUENOT AVENUE,40.5340583,-74.19323686,930535.802,133907.6479,Library,,Staten Island,NYPL,
